"Fecha de Emisión";"Tipo de Comprobante";"Punto de Venta";"Número Desde";"Número Hasta";"Cód. Autorización";"Tipo Doc. Receptor";"Nro. Doc. Receptor";"Denominación Receptor";"Tipo Cambio";"Moneda";"Imp. Neto Gravado IVA 0%";"IVA 2,5%";"Imp. Neto Gravado IVA 2,5%";"IVA 5%";"Imp. Neto Gravado IVA 5%";"IVA 10,5%";"Imp. Neto Gravado IVA 10,5%";"IVA 21%";"Imp. Neto Gravado IVA 21%";"IVA 27%";"Imp. Neto Gravado IVA 27%";"Imp. Neto Gravado Total";"Imp. Neto No Gravado";"Imp. Op. Exentas";"Otros Tributos";"Total IVA";"Imp. Total"
2026-06-06;51;1;35;35;86238616258610;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;217487,60;1035655,24;;;1035655,24;0,00;0,00;0,00;217487,60;1253142,84
2026-06-06;51;1;38;38;86238619468974;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;330929,96;1575856,95;;;1575856,95;0,00;0,00;0,00;330929,96;1906786,92
2026-06-06;51;1;39;39;86238619585801;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;980844,94;4670690,19;;;4670690,19;0,00;0,00;0,00;980844,94;5651535,11
2026-06-06;51;1;40;40;86238619816527;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;386213,62;1839112,48;;;1839112,48;0,00;0,00;0,00;386213,62;2225326,10
2026-06-06;51;1;41;41;86238619944288;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;584072,65;2781298,33;;;2781298,33;0,00;0,00;0,00;584072,65;3365370,98
2026-06-06;51;1;36;36;86238617555978;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;1171816,14;5580076,86;;;5580076,86;0,00;0,00;0,00;1171816,14;6751892,99
2026-06-06;51;1;37;37;86238617679522;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;819826,92;3903937,71;;;3903937,71;0,00;0,00;0,00;819826,92;4723764,64
2026-06-08;51;1;42;42;86238914577734;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;217487,60;1035655,24;;;1035655,24;0,00;0,00;0,00;217487,60;1253142,83
2026-06-08;53;1;1;1;86238915012287;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;217487,60;1035655,24;;;1035655,24;0,00;0,00;0,00;217487,60;1253142,84
2026-06-22;51;1;43;43;86250671640025;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;18900,00;90000,00;;;90000,00;0,00;0,00;0,00;18900,00;108900,00
2026-06-25;51;1;47;47;86261123558802;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;855165,22;4072215,33;;;4072215,33;0,00;0,00;0,00;855165,22;4927380,57
2026-06-25;51;1;48;48;86261123868270;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;414212,18;1972438,95;;;1972438,95;0,00;0,00;0,00;414212,18;2386651,15
2026-06-25;51;1;49;49;86261124229435;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;186052,04;885962,10;;;885962,10;0,00;0,00;0,00;186052,04;1072014,14
2026-06-25;51;1;50;50;86261124499451;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;158957,14;756938,76;;;756938,76;0,00;0,00;0,00;158957,14;915895,89
2026-06-25;51;1;44;44;86261121944393;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;370306,10;1763362,38;;;1763362,38;0,00;0,00;0,00;370306,10;2133668,50
2026-06-25;51;1;51;51;86261152886655;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;21000,00;100000,00;;;100000,00;0,00;0,00;0,00;21000,00;121000,00
2026-06-25;51;1;45;45;86261122489600;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;550190,38;2619954,19;;;2619954,19;0,00;0,00;0,00;550190,38;3170144,56
2026-06-25;51;1;52;52;86261153101404;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;21000,00;100000,00;;;100000,00;0,00;0,00;0,00;21000,00;121000,00
2026-06-25;51;1;46;46;86261123194271;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;577203,51;2748588,14;;;2748588,14;0,00;0,00;0,00;577203,51;3325791,67
2026-06-30;51;1;57;57;86261825009188;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;264469,24;1259377,33;;;1259377,33;0,00;0,00;0,00;264469,24;1523846,57
2026-06-30;51;1;58;58;86261825269240;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;740839,10;3527805,24;;;3527805,24;0,00;0,00;0,00;740839,10;4268644,36
2026-06-30;51;1;59;59;86261826065413;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;367977,87;1752275,57;;;1752275,57;0,00;0,00;0,00;367977,87;2120253,45
2026-06-30;51;1;53;53;86261822942484;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;40117,82;191037,24;;;191037,24;0,00;0,00;0,00;40117,82;231155,06
2026-06-30;51;1;60;60;86261826598164;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;665886,28;3170887,05;;;3170887,05;0,00;0,00;0,00;665886,28;3836773,34
2026-06-30;51;1;54;54;86261823716033;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;96779,21;460853,38;;;460853,38;0,00;0,00;0,00;96779,21;557632,57
2026-06-30;51;1;55;55;86261824186753;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;143968,12;685562,48;;;685562,48;0,00;0,00;0,00;143968,12;829530,62
2026-06-30;51;1;56;56;86261824384506;80;30501077131;CAFES LA VIRGINIA S A;1,00;$;;;;;;;;134098,88;638566,10;;;638566,10;0,00;0,00;0,00;134098,88;772664,98
